FilePath,FolderTarget,SoVanBan,NamBanHanh,LoaiVanBan,DonViSoanThao,NguoiKy,NgayBanHanh,NgayHetHieuLuc,TrangThai,MucDoBaoMat,TrichYeu,VanBanThayThe,VanBanLienQuan,Tags
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/201.QĐ-HCNS-Bổ nhiệm Chuyên gia cấp 2 kiêm Quản lý phòng Kỹ thuật Công nghệ và cải tiến sản xuất.26-03-2026.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",201,2026,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2026-03-26,,Đang lưu hành,Nội bộ,Bổ nhiệm Chuyên gia cấp 2 kiêm Quản lý phòng Kỹ thuật Công nghệ và cải tiến sản xuất,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/225.2025.QĐ-HCNS-quy trình quản lý công thức và thực hiện các công đoạn sản xuất bia.15-4-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",225,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-04-15,,Đang lưu hành,Nội bộ,quy trình quản lý công thức và thực hiện các công đoạn sản xuất bia,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/231.QĐ-HCNS-Quyết định Điều chuyển nhân sự.19-04-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",231,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-04-19,,Đang lưu hành,Nội bộ,Quyết định Điều chuyển nhân sự,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/338.QĐ-HCNS-hướng dẫn lộ trình trụ cột an toàn Safety.04-06-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",338,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-06-04,,Đang lưu hành,Nội bộ,hướng dẫn lộ trình trụ cột an toàn Safety,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/339.QĐ-HCNS-hướng dẫn lộ trình trụ cột kho vận Logistics.04-06-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",339,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-06-04,,Đang lưu hành,Nội bộ,hướng dẫn lộ trình trụ cột kho vận Logistics,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/359.QĐ-HCNS-hướng dẫn lộ trình trụ cột phát triển Nhân lực và tổ chức POD.13-06-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",359,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-06-13,,Đang lưu hành,Nội bộ,hướng dẫn lộ trình trụ cột phát triển Nhân lực và tổ chức POD,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/413.2026.QĐ-HCNS-ban hành định mức tiêu hao nguyên nhiên vật liệu năm 2026 đối với các sản phẩm bia hơi bia chai và bia lon.24-04-2026.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",413,2026,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2026-04-24,,Đang lưu hành,Nội bộ,ban hành định mức tiêu hao nguyên nhiên vật liệu năm 2026 đối với các sản phẩm bia hơi bia chai và bia lon,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/473.2026.QĐ-HCNS-Ban hành công thức cho dòng bia Sapphire cao độ 14oP-sản xuất tại phân xưởng Đông Mai.14-05-2026.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",473,2026,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2026-05-14,,Đang lưu hành,Nội bộ,Ban hành công thức cho dòng bia Sapphire cao độ 14oP-sản xuất tại phân xưởng Đông Mai,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/478.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-8-2025.docx","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",478,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-08-04,,Đang lưu hành,Nội bộ,478.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-8-2025,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/478.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-8-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",478,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-08-04,,Đang lưu hành,Nội bộ,478.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-8-2025,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/479.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025.docx","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",479,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-08-04,,Đang lưu hành,Nội bộ,479.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/479.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",479,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-08-04,,Đang lưu hành,Nội bộ,479.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/745.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận công nghệ-P.kỹ thuật CN và CTSX.15-10-2025.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",745,2025,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2025-10-15,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận công nghệ-P.kỹ thuật CN và CTSX,,,
"data/00. Văn bản Điều hành/[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất/820.QĐ-BHL-Mô tả công việc Phòng KTCN & CTSX ban hành.31-10-2024.pdf","[10] Phòng Kỹ Thuật, Công Nghệ, và Cải Tiến Sản Xuất",820,2024,Quyết định,"Phòng Kỹ thuật, Công nghệ và Cải tiến Sản xuất",,2024-10-31,,Đang lưu hành,Nội bộ,820.QĐ-BHL-Mô tả công việc Phòng KTCN & CTSX ban hành.31-10-2024,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/112.2026-QĐ-HCNS-Kiêm nhiệm chức danh-Lê Phương Ly.21-01-2026.pdf,[11] Phòng Vận hành Kinh Doanh,112,2026,Quyết định,Phòng Vận hành Kinh doanh,,2026-01-21,,Đang lưu hành,Nội bộ,Kiêm nhiệm chức danh-Lê Phương Ly,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/112.QĐ-HCNS-Kiêm nhiệm chức danh Lê Phương Ly.21-01.2026.pdf,[11] Phòng Vận hành Kinh Doanh,112,2026,Quyết định,Phòng Vận hành Kinh doanh,,2026-01-21,,Đang lưu hành,Nội bộ,Kiêm nhiệm chức danh Lê Phương Ly,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/146.2025.QĐ-HCNS-Ban hành mô tả công việc của trưởng nhóm khai thác và quản trị hệ thống.18-03-2025.pdf,[11] Phòng Vận hành Kinh Doanh,146,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-03-18,,Đang lưu hành,Nội bộ,Ban hành mô tả công việc của trưởng nhóm khai thác và quản trị hệ thống,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/146.2025.QĐ-HCNS-Quyết định của Tổng Giám Đốc Công ty Ban hành mô tả công việc của trưởng nhóm khai thác và quản trị hệ thống.18-03-2025.docx,[11] Phòng Vận hành Kinh Doanh,146,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-03-18,,Đang lưu hành,Nội bộ,Quyết định của Tổng Giám Đốc Công ty Ban hành mô tả công việc của trưởng nhóm khai thác và quản trị hệ thống,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/146.2025.QĐ-HCNS-Quyết định của Tổng Giám Đốc Công ty Ban hành mô tả công việc của trưởng nhóm khai thác và quản trị hệ thống.18-03-2025.pdf,[11] Phòng Vận hành Kinh Doanh,146,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-03-18,,Đang lưu hành,Nội bộ,Quyết định của Tổng Giám Đốc Công ty Ban hành mô tả công việc của trưởng nhóm khai thác và quản trị hệ thống,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/147.2025.QĐ-HCNS-Quyết định của Tổng Giám Đốc Công ty Ban hành sửa đổi bổ sung quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng Vận hành kinh doanh.18-03-2025.docx,[11] Phòng Vận hành Kinh Doanh,147,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-03-18,,Đang lưu hành,Nội bộ,Quyết định của Tổng Giám Đốc Công ty Ban hành sửa đổi bổ sung quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng Vận hành kinh doanh,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/147.2025.QĐ-HCNS-Quyết định của Tổng Giám Đốc Công ty Ban hành sửa đổi bổ sung quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng Vận hành kinh doanh.18-03-2025.pdf,[11] Phòng Vận hành Kinh Doanh,147,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-03-18,,Đang lưu hành,Nội bộ,Quyết định của Tổng Giám Đốc Công ty Ban hành sửa đổi bổ sung quy định về chức năng nhiệm vụ và cơ cấu tổ chức của phòng Vận hành kinh doanh,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/21.2026.QĐ-BHL-Xử lý kỷ luật lao động đối với ông Vũ Huy Hoàng.06-01-2026.pdf,[11] Phòng Vận hành Kinh Doanh,21,2026,Quyết định,Phòng Vận hành Kinh doanh,,2026-01-06,,Đang lưu hành,Nội bộ,21.2026.QĐ-BHL-Xử lý kỷ luật lao động đối với ông Vũ Huy Hoàng.06-01-2026,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/231.2025.QĐ-HCNS-Quyết định Điều chuyển nhân sự.19-04-2025.pdf,[11] Phòng Vận hành Kinh Doanh,231,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-04-19,,Đang lưu hành,Nội bộ,Quyết định Điều chuyển nhân sự,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/251.2025.QĐ-HCNS-Quy trình vệ sinh thiết bị bán hàng.29-4-2025.pdf,[11] Phòng Vận hành Kinh Doanh,251,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-04-29,,Đang lưu hành,Nội bộ,Quy trình vệ sinh thiết bị bán hàng,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/251.2025.QĐ-HCNS-Quy trình vệ sinh thiết bị bán hàng.29-4-2025_1.pdf,[11] Phòng Vận hành Kinh Doanh,251,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-04-29,,Đang lưu hành,Nội bộ,Quy trình vệ sinh thiết bị bán hàng,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/393.2026.QĐ-KD-Thành lập nhóm Dự án chuyển đổi số Khối Kinh doanh giai đoạn Nâng cấp hệ thống bán hàng trên nền tảng Odoo.22-04-2026.pdf,[11] Phòng Vận hành Kinh Doanh,393,2026,Quyết định,Phòng Vận hành Kinh doanh,,2026-04-22,,Đang lưu hành,Nội bộ,393.2026.QĐ-KD-Thành lập nhóm Dự án chuyển đổi số Khối Kinh doanh giai đoạn Nâng cấp hệ thống bán hàng trên nền tảng Odoo.22-04-2026,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/430.QĐ-BHL-Quyết định Bổ nhiệm Trưởng phòng vận hành kinh doanh.21-07-2025.pdf,[11] Phòng Vận hành Kinh Doanh,430,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-07-21,,Đang lưu hành,Nội bộ,430.QĐ-BHL-Quyết định Bổ nhiệm Trưởng phòng vận hành kinh doanh.21-07-2025,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/53.2025.QĐ-HCNS-Ban hành mô tả công việc trưởng nhóm tác nghiệp kinh doanh và nhân viên quan hệ đối tác.05-02-2025.pdf,[11] Phòng Vận hành Kinh Doanh,53,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-02-05,,Đang lưu hành,Nội bộ,Ban hành mô tả công việc trưởng nhóm tác nghiệp kinh doanh và nhân viên quan hệ đối tác,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/586.QĐ-HCNS-Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh.04-09-2025.pdf,[11] Phòng Vận hành Kinh Doanh,586,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-09-04,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng bộ phận tác nghiệp kinh doanh,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/819.QĐ-HCNS Ban hành hợp đồng phân phối năm 2026.02-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,819,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-02,,Đang lưu hành,Nội bộ,Ban hành hợp đồng phân phối năm 2026,,,
"data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/820.QĐ-BHL-Ban hành và áp dụng thực hiện bản mô tả công việc cho cán bộ nhân viên kênh phân phối ASM, GS, NVBH.31-10-2024.pdf",[11] Phòng Vận hành Kinh Doanh,820,2024,Quyết định,Phòng Vận hành Kinh doanh,,2024-10-31,,Đang lưu hành,Nội bộ,"820.QĐ-BHL-Ban hành và áp dụng thực hiện bản mô tả công việc cho cán bộ nhân viên kênh phân phối ASM, GS, NVBH.31-10-2024",,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/820.QĐ-BHL-Ban hành và áp dụng thực hiện bản mô tả công việc cho cán bộ nhân viên phòng vận hành kinh doanh.31-10-2024.pdf,[11] Phòng Vận hành Kinh Doanh,820,2024,Quyết định,Phòng Vận hành Kinh doanh,,2024-10-31,,Đang lưu hành,Nội bộ,820.QĐ-BHL-Ban hành và áp dụng thực hiện bản mô tả công việc cho cán bộ nhân viên phòng vận hành kinh doanh.31-10-2024,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/820.QĐ-HCNS-Ban hành quy định trưng bày sản phẩm vật phẩm quảng cáo tại điểm bán.02-12-2025.docx,[11] Phòng Vận hành Kinh Doanh,820,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-02,,Đang lưu hành,Nội bộ,Ban hành quy định trưng bày sản phẩm vật phẩm quảng cáo tại điểm bán,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/820.QĐ-HCNS-Ban hành quy định trưng bày sản phẩm vật phẩm quảng cáo tại điểm bán.02-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,820,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-02,,Đang lưu hành,Nội bộ,Ban hành quy định trưng bày sản phẩm vật phẩm quảng cáo tại điểm bán,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/821.QĐ-HCNS-Ban hành quy trình mở và đóng nhà phân phối.02-12-2025.docx,[11] Phòng Vận hành Kinh Doanh,821,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-02,,Đang lưu hành,Nội bộ,Ban hành quy trình mở và đóng nhà phân phối,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/821.QĐ-HCNS-Ban hành quy trình mở và đóng nhà phân phối.02-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,821,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-02,,Đang lưu hành,Nội bộ,Ban hành quy trình mở và đóng nhà phân phối,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/822.QĐ-HCNS-Ban hành quy định làm việc đối với Giám đốc bán hàng vùng.02-12-2025.docx,[11] Phòng Vận hành Kinh Doanh,822,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-02,,Đang lưu hành,Nội bộ,Ban hành quy định làm việc đối với Giám đốc bán hàng vùng,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/822.QĐ-HCNS-Ban hành quy định làm việc đối với Giám đốc bán hàng vùng.02-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,822,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-02,,Đang lưu hành,Nội bộ,Ban hành quy định làm việc đối với Giám đốc bán hàng vùng,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/840.QĐ-HCNS-ban hành hướng dẫn công việc phê duyệt hợp đồng.15-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,840,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-15,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc phê duyệt hợp đồng,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/841.QĐ-HCNS-ban hành hướng dẫn công việc triển khai chỉ tiêu kinh doanh.15-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,841,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-15,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc triển khai chỉ tiêu kinh doanh,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/842.QĐ -HCNS-ban hành hướng dẫn công việc triển khai chính sách và chương trình khuyến mại.15-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,842,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-15,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc triển khai chính sách và chương trình khuyến mại,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/843.QĐ-HCNS-ban hành hướng dẫn công việc quản lý tồn kho nhà phân phối.15-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,843,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-15,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc quản lý tồn kho nhà phân phối,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/844.QĐ-HCNS-ban hành hướng dẫn công việc giải quyết xung đột địa bàn giữa các nhà phân phối.15-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,844,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-15,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc giải quyết xung đột địa bàn giữa các nhà phân phối,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/845.QĐ-HCNS-ban hành hướng dẫn công việc quản lý tài sản trên điểm bán.15-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,845,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-15,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc quản lý tài sản trên điểm bán,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/846.QĐ-HCNS-ban hành quy định làm việc đối với giám sát bán hàng.15-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,846,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-15,,Đang lưu hành,Nội bộ,ban hành quy định làm việc đối với giám sát bán hàng,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/847.QĐ-HCNS-ban hành quy định làm việc đối với nhân viên bán hàng.15-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,847,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-15,,Đang lưu hành,Nội bộ,ban hành quy định làm việc đối với nhân viên bán hàng,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/857.QĐ-HCNS-ban hành hướng dẫn công việc giải quyết xung đột địa bàn giữa các nhà phân phối(áp dụng cho GSBH).19-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,857,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-19,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc giải quyết xung đột địa bàn giữa các nhà phân phối(áp dụng cho GSBH),,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/858.QĐ-HCNS-ban hành hướng dẫn công việc quản lý tồn kho Nhà phân phối(áp dụng cho GSBH).19-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,858,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-19,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc quản lý tồn kho Nhà phân phối(áp dụng cho GSBH),,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/859.QĐ-HCNS-ban hành hướng dẫn công việc triển khai chính sách và chương trình khuyến mại(Áp dụng cho GSBH).19-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,859,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-19,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc triển khai chính sách và chương trình khuyến mại(Áp dụng cho GSBH),,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/860.QĐ-HCNS-ban hành hướng dẫn công việc triển khai chỉ tiêu kinh doanh (áp dụng cho GSBH).19-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,860,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-19,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc triển khai chỉ tiêu kinh doanh (áp dụng cho GSBH),,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/861.QĐ-HCNS-ban hành hướng dẫn công việc quản lý tồn kho nhà phân phối(áp dụng cho NVBH).19-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,861,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-19,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc quản lý tồn kho nhà phân phối(áp dụng cho NVBH),,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/862.QĐ-HCNS-ban hành hướng dẫn công việc quản lý tài sản trên điểm bán(áp dụng cho GSBH).19-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,862,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-19,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc quản lý tài sản trên điểm bán(áp dụng cho GSBH),,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/863.QĐ-HCNS-ban hành hướng dẫn công việc giải quyết xung đột địa bàn giữa các nhà phân phối(áp dụng cho NVBH).19-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,863,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-19,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc giải quyết xung đột địa bàn giữa các nhà phân phối(áp dụng cho NVBH),,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/864.QĐ-HCNS-ban hành hướng dẫn công việc quản lý tài sản trên điểm bán(áp dụng cho NVBH).19-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,864,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-19,,Đang lưu hành,Nội bộ,ban hành hướng dẫn công việc quản lý tài sản trên điểm bán(áp dụng cho NVBH),,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/879.QĐ-HCNS-Bổ nhiệm Trưởng nhóm tác nghiệp kinh doanh-Kênh phân phối bia hơi bia tươi.01-01-2026.pdf,[11] Phòng Vận hành Kinh Doanh,879,2026,Quyết định,Phòng Vận hành Kinh doanh,,2026-01-01,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng nhóm tác nghiệp kinh doanh-Kênh phân phối bia hơi bia tươi,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/880.QĐ-HCNS-Bổ nhiệm Trưởng nhóm tác nghiệp kinh doanh-Kênh phân phối bia lon bia chai.01-01-2026.pdf,[11] Phòng Vận hành Kinh Doanh,880,2026,Quyết định,Phòng Vận hành Kinh doanh,,2026-01-01,,Đang lưu hành,Nội bộ,Bổ nhiệm Trưởng nhóm tác nghiệp kinh doanh-Kênh phân phối bia lon bia chai,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/892.QĐ-HCNS-Quyết định của TGĐ Công ty Bổ nhiệm nhân sự.10-12-2024.pdf,[11] Phòng Vận hành Kinh Doanh,892,2024,Quyết định,Phòng Vận hành Kinh doanh,,2024-12-10,,Đang lưu hành,Nội bộ,Quyết định của TGĐ Công ty Bổ nhiệm nhân sự,,,
data/00. Văn bản Điều hành/[11] Phòng Vận hành Kinh Doanh/896.QĐ-KD-Quy tắc thiết lập mã đối tượng trên hệ thống.14-12-2025.pdf,[11] Phòng Vận hành Kinh Doanh,896,2025,Quyết định,Phòng Vận hành Kinh doanh,,2025-12-14,,Đang lưu hành,Nội bộ,896.QĐ-KD-Quy tắc thiết lập mã đối tượng trên hệ thống.14-12-2025,,,
data/00. Văn bản Điều hành/[12] Phòng Marketing/1512.GUQ-HLB-Giấy ủy quyền đối với ông Lê Thanh Nghị.15-12-2025.pdf,[12] Phòng Marketing,1512,2025,Giấy ủy quyền,Phòng Marketing,,2025-12-15,,Đang lưu hành,Nội bộ,1512.GUQ-HLB-Giấy ủy quyền đối với ông Lê Thanh Nghị.15-12-2025,,,
data/00. Văn bản Điều hành/[12] Phòng Marketing/224.QĐ-NS-Quy trình cung cấp nghiệm thu và thanh toán Biển Bảng.20.03.2024.pdf,[12] Phòng Marketing,224,2024,Quyết định,Phòng Marketing,,2024-03-20,,Đang lưu hành,Nội bộ,224.QĐ-NS-Quy trình cung cấp nghiệm thu và thanh toán Biển Bảng.20.03.2024,,,
