FilePath,FolderTarget,OriginalFileName,UploadFileName,SoVanBan,NamBanHanh,NgayBanHanh,NgayHetHieuLuc,NguoiKy,TrangThai,MucDoBaoMat,TrichYeu,VanBanThayThe,VanBanLienQuan,Tags,NhomTaiLieu,LoaiVanBanPhapLy,LoaiTaiLieu,ChuDeNghiepVu,DonViPhatHanh,DonViSoHuu,NguonMetadata,MetadataConfidence,HasEditableSource,EditableSourceUrl,PrimaryPdfUrl,NeedReview,DuplicateRole,ResolveNote
"data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/462.2026.QĐ-HLB-thành lập tổ thanh lý tài sản, công cụ dụng cụ năm 2026.09-05-2026.pdf",[00] Văn Bản Điều Hành Chung,"462.2026.QĐ-HLB-thành lập tổ thanh lý tài sản, công cụ dụng cụ năm 2026.09-05-2026.pdf","462.2026.QĐ-HLB-thành lập tổ thanh lý tài sản, công cụ dụng cụ năm 2026.09-05-2026.pdf",462,2026,2026-05-09,,,Hiệu lực,,"thành lập tổ thanh lý tài sản, công cụ dụng cụ năm 2026",,,,Điều hành – Tác nghiệp,Quyết định,,"thành lập tổ thanh lý tài sản, công cụ dụng cụ năm 2026",HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,Bản sao,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/473.2026.QĐ-HCNS-Ban hành công thức cho dòng bia Sapphire cao độ 14oP-sản xuất tại phân xưởng Đông Mai.14-05-2026.pdf,[00] Văn Bản Điều Hành Chung,473.2026.QĐ-HCNS-Ban hành công thức cho dòng bia Sapphire cao độ 14oP-sản xuất tại phân xưởng Đông Mai.14-05-2026.pdf,473.2026.QĐ-HCNS-Ban hành công thức cho dòng bia Sapphire cao độ 14oP-sản xuất tại phân xưởng Đông Mai.14-05-2026.pdf,473,2026,2026-05-14,,,Hiệu lực,,Ban hành công thức cho dòng bia Sapphire cao độ 14oP-sản xuất tại phân xưởng Đông Mai,,,,Điều hành – Tác nghiệp,Quyết định,,công thức cho dòng bia Sapphire cao độ 14oP-sản xuất tại phân xưởng Đông Mai,HCNS,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/478.2025.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-08-2025.docx,[00] Văn Bản Điều Hành Chung,478.2025.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-08-2025.docx,478.2025.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-08-2025.docx,478,2025,2025-08-04,,,Hiệu lực,,Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D,,,,Điều hành – Tác nghiệp,Quyết định,,Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D,R&D,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/478.2025.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-08-2025.pdf,[00] Văn Bản Điều Hành Chung,478.2025.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-08-2025.pdf,478.2025.QĐ-R&D-Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D.04-08-2025.pdf,478,2025,2025-08-04,,,Hiệu lực,,Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D,,,,Điều hành – Tác nghiệp,Quyết định,,Quyết định Thành lập Ban nghiên cứu và Phát triển sản phẩm mới Ban R&D,R&D,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/479.2025.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025.docx,[00] Văn Bản Điều Hành Chung,479.2025.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025.docx,479.2025.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025.docx,479,2025,2025-08-04,,,Hiệu lực,,Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D,,,,Điều hành – Tác nghiệp,Quyết định,,Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D,R&D,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/479.2025.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025.pdf,[00] Văn Bản Điều Hành Chung,479.2025.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025.pdf,479.2025.QĐ-R&D-Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D.04-08-2025.pdf,479,2025,2025-08-04,,,Hiệu lực,,Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D,,,,Điều hành – Tác nghiệp,Quyết định,,Quyết định Thành lập Nhóm Brewers(Nhóm kỹ thuật-sản xuất)thuộc ban R&D,R&D,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
"data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/487.2025.QĐ-HLB-thay đổi thành viên Ban tái cấu trúc, gia hạn giai đoạn 1-Dự án tái cấu trúc.06-08-2025.pdf",[00] Văn Bản Điều Hành Chung,"487.2025.QĐ-HLB-thay đổi thành viên Ban tái cấu trúc, gia hạn giai đoạn 1-Dự án tái cấu trúc.06-08-2025.pdf","487.2025.QĐ-HLB-thay đổi thành viên Ban tái cấu trúc, gia hạn giai đoạn 1-Dự án tái cấu trúc.06-08-2025.pdf",487,2025,2025-08-06,,,Hiệu lực,,"thay đổi thành viên Ban tái cấu trúc, gia hạn giai đoạn 1-Dự án tái cấu trúc",,,,Điều hành – Tác nghiệp,Quyết định,,"thay đổi thành viên Ban tái cấu trúc, gia hạn giai đoạn 1-Dự án tái cấu trúc",HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/531.2026.QĐ-HLB-Thành lập Ban tái cấu trúc Công ty Giai đoạn 2.22-05-2026.docx,[00] Văn Bản Điều Hành Chung,531.2026.QĐ-HLB-Thành lập Ban tái cấu trúc Công ty Giai đoạn 2.22-05-2026.docx,531.2026.QĐ-HLB-Thành lập Ban tái cấu trúc Công ty Giai đoạn 2.22-05-2026.docx,531,2026,2026-05-22,,,Hiệu lực,,Thành lập Ban tái cấu trúc Công ty Giai đoạn 2,,,,Điều hành – Tác nghiệp,Quyết định,,Thành lập Ban tái cấu trúc Công ty Giai đoạn 2,HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/531.2026.QĐ-HLB-Thành lập Ban tái cấu trúc Công ty Giai đoạn 2.22-05-2026.pdf,[00] Văn Bản Điều Hành Chung,531.2026.QĐ-HLB-Thành lập Ban tái cấu trúc Công ty Giai đoạn 2.22-05-2026.pdf,531.2026.QĐ-HLB-Thành lập Ban tái cấu trúc Công ty Giai đoạn 2.22-05-2026.pdf,531,2026,2026-05-22,,,Hiệu lực,,Thành lập Ban tái cấu trúc Công ty Giai đoạn 2,,,,Điều hành – Tác nghiệp,Quyết định,,Thành lập Ban tái cấu trúc Công ty Giai đoạn 2,HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/578.2024.QĐ-DMB-Quyết định Điều chỉnh định mức Malt cho năm 2022 và 2023.23-12-2024.pdf,[00] Văn Bản Điều Hành Chung,578.2024.QĐ-DMB-Quyết định Điều chỉnh định mức Malt cho năm 2022 và 2023.23-12-2024.pdf,578.2024.QĐ-DMB-Quyết định Điều chỉnh định mức Malt cho năm 2022 và 2023.23-12-2024.pdf,578,2024,2024-12-23,,,Hiệu lực,,Quyết định Điều chỉnh định mức Malt cho năm 2022 và 2023,,,,Điều hành – Tác nghiệp,Quyết định,,Quyết định Điều chỉnh định mức Malt cho năm 2022 và 2023,DMB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/578.2025.QĐ-HLB-Thành lập ban dự án đầu tư nâng công suất Nhà máy Bia Đông Mai.28.08.2025.docx,[00] Văn Bản Điều Hành Chung,578.2025.QĐ-HLB-Thành lập ban dự án đầu tư nâng công suất Nhà máy Bia Đông Mai.28.08.2025.docx,578.2025.QĐ-HLB-Thành lập ban dự án đầu tư nâng công suất Nhà máy Bia Đông Mai.28.08.2025.docx,578,2025,,,,Hiệu lực,,Thành lập ban dự án đầu tư nâng công suất Nhà máy Bia Đông Mai.28.08.2025,,,,Điều hành – Tác nghiệp,Quyết định,,Thành lập ban dự án đầu tư nâng công suất Nhà máy Bia Đông Mai.28.08.2025,HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/578.2025.QĐ-HLB-Thành lập ban dự án đầu tư nâng công suất Nhà máy Bia Đông Mai.28.08.2025.pdf,[00] Văn Bản Điều Hành Chung,578.2025.QĐ-HLB-Thành lập ban dự án đầu tư nâng công suất Nhà máy Bia Đông Mai.28.08.2025.pdf,578.2025.QĐ-HLB-Thành lập ban dự án đầu tư nâng công suất Nhà máy Bia Đông Mai.28.08.2025.pdf,578,2025,,,,Hiệu lực,,Thành lập ban dự án đầu tư nâng công suất Nhà máy Bia Đông Mai.28.08.2025,,,,Điều hành – Tác nghiệp,Quyết định,,Thành lập ban dự án đầu tư nâng công suất Nhà máy Bia Đông Mai.28.08.2025,HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/634.2024.QĐ-HLB-Thành lập Ban Tái Cấu Trúc Công Ty-v2.08-08-2024.pdf,[00] Văn Bản Điều Hành Chung,634.2024.QĐ-HLB-Thành lập Ban Tái Cấu Trúc Công Ty-v2.08-08-2024.pdf,634.2024.QĐ-HLB-Thành lập Ban Tái Cấu Trúc Công Ty-v2.08-08-2024.pdf,634,2024,2024-08-08,,,Hiệu lực,,Thành lập Ban Tái Cấu Trúc Công Ty-v2,,,,Điều hành – Tác nghiệp,Quyết định,,Thành lập Ban Tái Cấu Trúc Công Ty-v2,HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,Bản chuẩn,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/634.2024.QĐ-HLB-Thành lập Ban Tái Cấu Trúc Công Ty.08-08-2024.pdf,[00] Văn Bản Điều Hành Chung,634.2024.QĐ-HLB-Thành lập Ban Tái Cấu Trúc Công Ty.08-08-2024.pdf,634.2024.QĐ-HLB-Thành lập Ban Tái Cấu Trúc Công Ty.08-08-2024.pdf,634,2024,2024-08-08,,,Hiệu lực,,Thành lập Ban Tái Cấu Trúc Công Ty,,,,Điều hành – Tác nghiệp,Quyết định,,Thành lập Ban Tái Cấu Trúc Công Ty,HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,Bản sao,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/784.2025.QĐ-Ban-5S thành lập ban chỉ đạo thực hiện 5S.11-11-2025.docx,[00] Văn Bản Điều Hành Chung,784.2025.QĐ-Ban-5S thành lập ban chỉ đạo thực hiện 5S.11-11-2025.docx,784.2025.QĐ-Ban-5S thành lập ban chỉ đạo thực hiện 5S.11-11-2025.docx,784,2025,2025-11-11,,,Hiệu lực,,5S thành lập ban chỉ đạo thực hiện 5S,,,,Điều hành – Tác nghiệp,Quyết định,,5S thành lập ban chỉ đạo thực hiện 5S,Ban,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/784.2025.QĐ-Ban-5S thành lập ban chỉ đạo thực hiện 5S.11-11-2025.pdf,[00] Văn Bản Điều Hành Chung,784.2025.QĐ-Ban-5S thành lập ban chỉ đạo thực hiện 5S.11-11-2025.pdf,784.2025.QĐ-Ban-5S thành lập ban chỉ đạo thực hiện 5S.11-11-2025.pdf,784,2025,2025-11-11,,,Hiệu lực,,5S thành lập ban chỉ đạo thực hiện 5S,,,,Điều hành – Tác nghiệp,Quyết định,,5S thành lập ban chỉ đạo thực hiện 5S,Ban,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/818.2025.QĐ-HLB-Thành lập Ban dự án Nghiên cứu và xây dựng Nhà máy sản xuất bia mới-Công suất 300 triệu lít-năm.02-12-2025.pdf,[00] Văn Bản Điều Hành Chung,818.2025.QĐ-HLB-Thành lập Ban dự án Nghiên cứu và xây dựng Nhà máy sản xuất bia mới-Công suất 300 triệu lít-năm.02-12-2025.pdf,818.2025.QĐ-HLB-Thành lập Ban dự án Nghiên cứu và xây dựng Nhà máy sản xuất bia mới-Công suất 300 triệu lít-năm.02-12-2025.pdf,818,2025,2025-12-02,,,Hiệu lực,,Thành lập Ban dự án Nghiên cứu và xây dựng Nhà máy sản xuất bia mới-Công suất 300 triệu lít-năm,,,,Điều hành – Tác nghiệp,Quyết định,,Thành lập Ban dự án Nghiên cứu và xây dựng Nhà máy sản xuất bia mới-Công suất 300 triệu lít-năm,HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/839.2024.QĐ-HLB-Bàn giao kho bãi.14-11-2024.pdf,[00] Văn Bản Điều Hành Chung,839.2024.QĐ-HLB-Bàn giao kho bãi.14-11-2024.pdf,839.2024.QĐ-HLB-Bàn giao kho bãi.14-11-2024.pdf,839,2024,2024-11-14,,,Hiệu lực,,Bàn giao kho bãi,,,,Điều hành – Tác nghiệp,Quyết định,,Bàn giao kho bãi,HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/846.2024.QĐ-HLB-Thành lập ban bảo trì năng suất tổng thể (TPM).20-11-2024.pdf,[00] Văn Bản Điều Hành Chung,846.2024.QĐ-HLB-Thành lập ban bảo trì năng suất tổng thể (TPM).20-11-2024.pdf,846.2024.QĐ-HLB-Thành lập ban bảo trì năng suất tổng thể (TPM).20-11-2024.pdf,846,2024,2024-11-20,,,Hiệu lực,,Thành lập ban bảo trì năng suất tổng thể (TPM),,,,Điều hành – Tác nghiệp,Quyết định,,Thành lập ban bảo trì năng suất tổng thể (TPM),HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/866.2025.QĐ-HCNS-Thành lập ban tổ chức Hội nghị người lao động và Tổng kết năm 2025.20-12-2025.pdf,[00] Văn Bản Điều Hành Chung,866.2025.QĐ-HCNS-Thành lập ban tổ chức Hội nghị người lao động và Tổng kết năm 2025.20-12-2025.pdf,866.2025.QĐ-HCNS-Thành lập ban tổ chức Hội nghị người lao động và Tổng kết năm 2025.20-12-2025.pdf,866,2025,2025-12-20,,,Hiệu lực,,Thành lập ban tổ chức Hội nghị người lao động và Tổng kết năm 2025,,,,Điều hành – Tác nghiệp,Quyết định,,Thành lập ban tổ chức Hội nghị người lao động và Tổng kết năm 2025,HCNS,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/876.2024.TB-HCNS-Thông báo vv thay đổi giấy chứng nhận đăng ký kinh doanh lần thứ 10.01-12-2024.pdf,[00] Văn Bản Điều Hành Chung,876.2024.TB-HCNS-Thông báo vv thay đổi giấy chứng nhận đăng ký kinh doanh lần thứ 10.01-12-2024.pdf,876.2024.TB-HCNS-Thông báo vv thay đổi giấy chứng nhận đăng ký kinh doanh lần thứ 10.01-12-2024.pdf,876,2024,2024-12-01,,,Hiệu lực,,Thông báo vv thay đổi giấy chứng nhận đăng ký kinh doanh lần thứ 10,,,,Điều hành – Tác nghiệp,Thông báo,,Thông báo vv thay đổi giấy chứng nhận đăng ký kinh doanh lần thứ 10,HCNS,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/890.2024.QĐ-HLB-Quyết định của TGĐ Công ty Định mức nhiên liệu tiêu thụ dầu xe ô tô 14B-041.30.09-12-2024.pdf,[00] Văn Bản Điều Hành Chung,890.2024.QĐ-HLB-Quyết định của TGĐ Công ty Định mức nhiên liệu tiêu thụ dầu xe ô tô 14B-041.30.09-12-2024.pdf,890.2024.QĐ-HLB-Quyết định của TGĐ Công ty Định mức nhiên liệu tiêu thụ dầu xe ô tô 14B-041.30.09-12-2024.pdf,890,2024,2024-12-09,,,Hiệu lực,,Quyết định của TGĐ Công ty Định mức nhiên liệu tiêu thụ dầu xe ô tô 14B-041.30,,,,Điều hành – Tác nghiệp,Quyết định,,Quyết định của TGĐ Công ty Định mức nhiên liệu tiêu thụ dầu xe ô tô 14B-041.30,HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/910.2024.QĐ-HCNS-Quyết định thưởng nhân ngày Tết Dương lịch năm 2025.21-12-2024.pdf,[00] Văn Bản Điều Hành Chung,910.2024.QĐ-HCNS-Quyết định thưởng nhân ngày Tết Dương lịch năm 2025.21-12-2024.pdf,910.2024.QĐ-HCNS-Quyết định thưởng nhân ngày Tết Dương lịch năm 2025.21-12-2024.pdf,910,2024,2024-12-21,,,Hiệu lực,,Quyết định thưởng nhân ngày Tết Dương lịch năm 2025,,,,Điều hành – Tác nghiệp,Quyết định,,Quyết định thưởng nhân ngày Tết Dương lịch năm 2025,HCNS,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/93.2026.QĐ-DMB-Thưởng thêm cho mỗi CBNV 01 vỉ bia Idol.05-02-2026.pdf,[00] Văn Bản Điều Hành Chung,93.2026.QĐ-DMB-Thưởng thêm cho mỗi CBNV 01 vỉ bia Idol.05-02-2026.pdf,93.2026.QĐ-DMB-Thưởng thêm cho mỗi CBNV 01 vỉ bia Idol.05-02-2026.pdf,93,2026,2026-02-05,,,Hiệu lực,,Thưởng thêm cho mỗi CBNV 01 vỉ bia Idol,,,,Điều hành – Tác nghiệp,Quyết định,,Thưởng thêm cho mỗi CBNV 01 vỉ bia Idol,DMB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/94.2026.TB-DMB-Thông báo nhắc nhở nội bộ nhà máy.05-02-2026.pdf,[00] Văn Bản Điều Hành Chung,94.2026.TB-DMB-Thông báo nhắc nhở nội bộ nhà máy.05-02-2026.pdf,94.2026.TB-DMB-Thông báo nhắc nhở nội bộ nhà máy.05-02-2026.pdf,94,2026,2026-02-05,,,Hiệu lực,,Thông báo nhắc nhở nội bộ nhà máy,,,,Điều hành – Tác nghiệp,Thông báo,,Thông báo nhắc nhở nội bộ nhà máy,DMB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/95.2026.QĐ-HLB-Thành lập ban dự án đầu tư Hệ thống Quản Lý Vận Tải ( TMS ) và Quản lý kho ( WMS ) năm 2026.19-01-2026.docx,[00] Văn Bản Điều Hành Chung,95.2026.QĐ-HLB-Thành lập ban dự án đầu tư Hệ thống Quản Lý Vận Tải ( TMS ) và Quản lý kho ( WMS ) năm 2026.19-01-2026.docx,95.2026.QĐ-HLB-Thành lập ban dự án đầu tư Hệ thống Quản Lý Vận Tải ( TMS ) và Quản lý kho ( WMS ) năm 2026.19-01-2026.docx,95,2026,2026-01-19,,,Hiệu lực,,Thành lập ban dự án đầu tư Hệ thống Quản Lý Vận Tải ( TMS ) và Quản lý kho ( WMS ) năm 2026,,,,Điều hành – Tác nghiệp,Quyết định,,Thành lập ban dự án đầu tư Hệ thống Quản Lý Vận Tải ( TMS ) và Quản lý kho ( WMS ) năm 2026,HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/04. Điều hành – Tác nghiệp/95.2026.QĐ-HLB-Thành lập ban dự án đầu tư Hệ thống Quản Lý Vận Tải ( TMS ) và Quản lý kho ( WMS ) năm 2026.19-01-2026.pdf,[00] Văn Bản Điều Hành Chung,95.2026.QĐ-HLB-Thành lập ban dự án đầu tư Hệ thống Quản Lý Vận Tải ( TMS ) và Quản lý kho ( WMS ) năm 2026.19-01-2026.pdf,95.2026.QĐ-HLB-Thành lập ban dự án đầu tư Hệ thống Quản Lý Vận Tải ( TMS ) và Quản lý kho ( WMS ) năm 2026.19-01-2026.pdf,95,2026,2026-01-19,,,Hiệu lực,,Thành lập ban dự án đầu tư Hệ thống Quản Lý Vận Tải ( TMS ) và Quản lý kho ( WMS ) năm 2026,,,,Điều hành – Tác nghiệp,Quyết định,,Thành lập ban dự án đầu tư Hệ thống Quản Lý Vận Tải ( TMS ) và Quản lý kho ( WMS ) năm 2026,HLB,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/05. Hợp đồng – Văn bản pháp lý/236.2025.QĐ-HCNS-Quyết định Vv Ban hành mẫu hợp đồng dịch vụ nguyên tắc.22-04-2025.pdf,[00] Văn Bản Điều Hành Chung,236.2025.QĐ-HCNS-Quyết định Vv Ban hành mẫu hợp đồng dịch vụ nguyên tắc.22-04-2025.pdf,236.2025.QĐ-HCNS-Quyết định Vv Ban hành mẫu hợp đồng dịch vụ nguyên tắc.22-04-2025.pdf,236,2025,2025-04-22,,,Hiệu lực,,Quyết định Vv Ban hành mẫu hợp đồng dịch vụ nguyên tắc,,,,Hợp đồng – Văn bản pháp lý,Quyết định,Hợp đồng,Quyết định Vv Ban hành mẫu hợp đồng dịch vụ nguyên tắc,HCNS,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/05. Hợp đồng – Văn bản pháp lý/236.2025.QĐ-HCNS-mẫu hợp đồng dịch vụ nguyên tắc.22-04-2025.docx,[00] Văn Bản Điều Hành Chung,236.2025.QĐ-HCNS-mẫu hợp đồng dịch vụ nguyên tắc.22-04-2025.docx,236.2025.QĐ-HCNS-mẫu hợp đồng dịch vụ nguyên tắc.22-04-2025.docx,236,2025,2025-04-22,,,Hiệu lực,,mẫu hợp đồng dịch vụ nguyên tắc,,,,Hợp đồng – Văn bản pháp lý,Quyết định,Hợp đồng,mẫu hợp đồng dịch vụ nguyên tắc,HCNS,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/05. Hợp đồng – Văn bản pháp lý/236.2025.QĐ-HCNS-mẫu hợp đồng dịch vụ.22-04-2025.docx,[00] Văn Bản Điều Hành Chung,236.2025.QĐ-HCNS-mẫu hợp đồng dịch vụ.22-04-2025.docx,236.2025.QĐ-HCNS-mẫu hợp đồng dịch vụ.22-04-2025.docx,236,2025,2025-04-22,,,Hiệu lực,,mẫu hợp đồng dịch vụ,,,,Hợp đồng – Văn bản pháp lý,Quyết định,Hợp đồng,mẫu hợp đồng dịch vụ,HCNS,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/05. Hợp đồng – Văn bản pháp lý/2367.QĐ-BVQA-HoC-HN-Quyết định cấp giấy chứng nhận hệ thống quản lý theo tiêu chuẩn ISO 22000-2018; ISO 9001-2015.25-06-2025.pdf,[00] Văn Bản Điều Hành Chung,2367.QĐ-BVQA-HoC-HN-Quyết định cấp giấy chứng nhận hệ thống quản lý theo tiêu chuẩn ISO 22000-2018; ISO 9001-2015.25-06-2025.pdf,2367.QĐ-BVQA-HoC-HN-Quyết định cấp giấy chứng nhận hệ thống quản lý theo tiêu chuẩn ISO 22000-2018; ISO 9001-2015.25-06-2025.pdf,,2367,2025-06-25,,,Hiệu lực,,HoC-HN-Quyết định cấp giấy chứng nhận hệ thống quản lý theo tiêu chuẩn ISO 22000-2018; ISO 9001-2015,,,,Hợp đồng – Văn bản pháp lý,Quyết định,,HoC-HN-Quyết định cấp giấy chứng nhận hệ thống quản lý theo tiêu chuẩn ISO 22000-2018; ISO 9001-2015,BVQA,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/05. Hợp đồng – Văn bản pháp lý/270.2026.QĐ-HCNS-Ban hành mẫu hợp đồng bán hàng (kênh bán lẻ) và hợp đồng cho mượn thiết bị bán hàng.23-03-2026.pdf,[00] Văn Bản Điều Hành Chung,270.2026.QĐ-HCNS-Ban hành mẫu hợp đồng bán hàng (kênh bán lẻ) và hợp đồng cho mượn thiết bị bán hàng.23-03-2026.pdf,270.2026.QĐ-HCNS-Ban hành mẫu hợp đồng bán hàng (kênh bán lẻ) và hợp đồng cho mượn thiết bị bán hàng.23-03-2026.pdf,270,2026,2026-03-23,,,Hiệu lực,,Ban hành mẫu hợp đồng bán hàng (kênh bán lẻ) và hợp đồng cho mượn thiết bị bán hàng,,,,Hợp đồng – Văn bản pháp lý,Quyết định,Hợp đồng,mẫu hợp đồng bán hàng (kênh bán lẻ) và hợp đồng cho mượn thiết bị bán hàng,HCNS,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/05. Hợp đồng – Văn bản pháp lý/302.2025.QĐ-HCNS-Quyết định Ban hành mẫu hợp đồng đào tạo.22-05-2025.pdf,[00] Văn Bản Điều Hành Chung,302.2025.QĐ-HCNS-Quyết định Ban hành mẫu hợp đồng đào tạo.22-05-2025.pdf,302.2025.QĐ-HCNS-Quyết định Ban hành mẫu hợp đồng đào tạo.22-05-2025.pdf,302,2025,2025-05-22,,,Hiệu lực,,Quyết định Ban hành mẫu hợp đồng đào tạo,,,,Hợp đồng – Văn bản pháp lý,Quyết định,Hợp đồng,Quyết định Ban hành mẫu hợp đồng đào tạo,HCNS,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
data/[00] Văn bản điều hành chung/05. Hợp đồng – Văn bản pháp lý/314.2025.QĐ-HCNS-Quyết định Vv Ban hành mẫu hợp đồng thi công và lắp đặt bảng biển.24-05-2025.docx,[00] Văn Bản Điều Hành Chung,314.2025.QĐ-HCNS-Quyết định Vv Ban hành mẫu hợp đồng thi công và lắp đặt bảng biển.24-05-2025.docx,314.2025.QĐ-HCNS-Quyết định Vv Ban hành mẫu hợp đồng thi công và lắp đặt bảng biển.24-05-2025.docx,314,2025,2025-05-24,,,Hiệu lực,,Quyết định Vv Ban hành mẫu hợp đồng thi công và lắp đặt bảng biển,,,,Hợp đồng – Văn bản pháp lý,Quyết định,Hợp đồng,Quyết định Vv Ban hành mẫu hợp đồng thi công và lắp đặt bảng biển,HCNS,[00] Văn bản điều hành chung,ParsedFromFolder,High,,,,,,
